BROKERTITLE,TYPE,PRICE,BEDS,BATH,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PROPERTYM2,BOROUGH,price_outlier,PROPERTYM2_log,price_per_m2
re/max,multi family home,1630000,11,6,"42-32 81st St, Elmhurst, NY 11373, USA",40.7424172,-73.8842849,202.91946300338603,Queens,False,2.307323704350202,8032.7435124978665
compass,condo,849000,2,1,"150 W 51st St #808, New York, NY 10019, USA",40.761427,-73.982584,66.89016,Manhattan,False,1.825362234778078,12692.449831185933
weichert realtors tmt,co op,335000,3,2,"18-50 211th St #3d, Bayside, NY 11360, USA",40.7805732,-73.7825806,202.91946300338603,Queens,False,2.307323704350202,1650.9012740409726
compass,co op,549000,3,1,"7002 Ridge Blvd Apt D11, Brooklyn, NY 11209, USA",40.6358323,-74.0291372,111.4836,Brooklyn,False,2.0472109843944346,4924.491135915956
exp,co op,445000,3,2,"2483 W 16th St #3c, Brooklyn, NY 11214, USA",40.5871907,-73.9840965,116.12875,Brooklyn,False,2.064939751354866,3831.95375822094
homes r us of ny inc,house,399998,4,2,"73 Irving Pl, Staten Island, NY 10304, USA",40.6171678,-74.0837135,116.314556,Staten Island,False,2.0656340672212203,3438.9333008329586
sotheby's,condo,9500000,4,4,"John Street Park, 1 John St, Brooklyn, NY 11201, USA",40.7046228,-73.9878238,339.560465,Brooklyn,True,2.530917119640689,27977.344182279874
ihome,house,650000,4,2,"954 Brooklyn Ave, Brooklyn, NY 11203, USA",40.6503361,-73.9440072,137.682246,Brooklyn,False,2.138877941990119,4721.015373325621
century 21 papp,house,880000,3,4,"20 Gabrielle Ct, Staten Island, NY 10312, USA",40.551314,-74.1670026,195.09629999999999,Staten Island,False,2.290249033080729,4510.592973828822
winzone inc,house,1350000,5,3,"80-31 188th St, Hollis, NY 11423, USA",40.7284032,-73.7803984,193.424046,Queens,False,2.286510463521327,6979.483822812806
tru  corp,condo,599000,2,2,"131-19 Fowler Ave #2c, Flushing, NY 11355, USA",40.7517561,-73.8344347,202.91946300338603,Queens,False,2.307323704350202,2951.910039255351
keller williams,co op,225000,1,1,"3545 204th St # 399, Auburndale, NY 11361, USA",40.7664499,-73.78359,202.91946300338603,Queens,False,2.307323704350202,1108.8142885349816
level,co op,220000,3,1,"273 Bennett Ave #6e, New York, NY 10040, USA",40.8590729,-73.9322176,202.91946300338603,Manhattan,False,2.307323704350202,1084.173971011982
re/max,co op,289000,3,1,"2199 Holland Ave #5n, Bronx, NY 10462, USA",40.8563536,-73.865974,202.91946300338603,Bronx,False,2.307323704350202,1424.2103528293765
realty connect usa,house,719999,3,2,"108-16 36th Ave, Queens, NY 11368, USA",40.754545,-73.859675,202.91946300338603,Queens,False,2.307323704350202,3548.2007952484364
compass,condo,1100000,2,1,"170 Broadway #6a, Brooklyn, NY 11211, USA",40.709905,-73.962869,74.97272099999999,Brooklyn,False,1.87490327306888,14672.00316765881
pantiga  inc,co op,259000,2,1,"800 Grand Concourse, Bronx, NY 10451, USA",40.8248699,-73.9229829,88.25785,Bronx,False,1.9457533436356573,2934.583156059206
s sharf inc,multi family home,1699999,6,3,"370 Marion St, Brooklyn, NY 11233, USA",40.681189,-73.9146606,255.854862,Brooklyn,False,2.4079936742677144,6644.38809843684
century 21 professional,house,669000,4,2,"134-25 241st St, Jamaica, NY 11422, USA",40.6729779,-73.7330064,202.91946300338603,Queens,False,2.307323704350202,3296.8744845773454
trebach inc,house,3400000,6,6,"5000 Goodridge Ave, Bronx, NY 10471, USA",40.8969575,-73.9032123,584.35987,Bronx,True,2.7666803837920786,5818.332460098603
keystone usa corp,condo,549000,3,2,"86-2 Dumont Ave #1b, Ozone Park, NY 11417, USA",40.6726474,-73.8499883,202.91946300338603,Queens,False,2.307323704350202,2705.5068640253553
yourhomesold guarantee,land,250000,3,2,"1818 Unionport Rd, Bronx, NY 10462, USA",40.8453241,-73.8684042,202.91946300338603,Bronx,False,2.307323704350202,1232.0158761499795
sotheby's,co op,299000,3,1,"579 W 215th St #9d, New York, NY 10034, USA",40.8718895,-73.9188667,202.91946300338603,Manhattan,False,2.307323704350202,1473.4909878753756
aaa young shuen inc,house,1288000,5,2,"146-06 13th Ave, Flushing, NY 11357, USA",40.7886657,-73.8207928,202.91946300338603,Queens,False,2.307323704350202,6347.345793924695
serhant,condo,3345000,2,2,"158 Franklin St FL 3, New York, NY 10013, USA",40.7194435,-74.0081022,174.193125,Manhattan,True,2.241031010410547,19202.82445130943
voro,multi family home,1198000,6,5,"132-31 219th St, Jamaica, NY 11413, USA",40.6811645,-73.7493264,202.91946300338603,Queens,False,2.307323704350202,5903.820078510702
keller williams,house,897888,3,2,"69-29 54th Ave, Flushing, NY 11378, USA",40.7292895,-73.8945367,117.05778,Queens,False,2.0684002834643724,7670.468378949268
anthony t crews real estate,house,575000,4,2,"190 Crystal St, Brooklyn, NY 11208, USA",40.6740009,-73.8743074,149.016412,Brooklyn,False,2.173234102294954,3858.6353830610283
coldwell banker,co op,230000,1,1,"4325 Douglaston Pkwy Apt 6d, Douglaston, NY 11363, USA",40.7670699,-73.74642,202.91946300338603,Queens,False,2.307323704350202,1133.4546060579812
brown harris stevens,co op,775000,1,1,"401 West End Ave # 3d, New York, NY 10024, USA",40.7845412,-73.981249,202.91946300338603,Manhattan,False,2.307323704350202,3819.2492160649367
keller williams,house,2100000,4,3,"150-123 Powells Cove Blvd, Whitestone, NY 11357, USA",40.7974719,-73.8143638,326.275336,Queens,False,2.5135842455808746,6436.281778896092
re/max,house,1080000,6,3,"47 Wheeler Ave, Staten Island, NY 10314, USA",40.6110496,-74.1309465,334.4508,Staten Island,False,2.5243322391140968,3229.1745153547245
mark murphy,condo,378888,1,1,"966 Clove Rd H1, Staten Island, NY 10301, USA",40.6204781,-74.1109257,66.704354,Staten Island,False,1.8241541825891099,5680.108977593877
nest seekers  midtown,condo,750000,3,2,"2132 2nd Ave #7b, New York, NY 10029, USA",40.7929253,-73.9404138,95.411381,Manhattan,False,1.9796001819440878,7860.6974570465545
compass,co op,7495000,6,4,"151 E 79th St Fl 11, New York, NY 10075, USA",40.775111,-73.958515,202.91946300338603,Manhattan,True,2.307323704350202,36935.83596697639
ozana,house,698888,3,2,"160 New Dorp Plaza, Staten Island, NY 10306, USA",40.571472,-74.1193966,133.78032,Staten Island,False,2.1263922304420593,5224.146571035262
corcoran,condo,850000,1,1,"158 India St APT 3, Brooklyn, NY 11222, USA",40.7322099,-73.9535842,58.157278,Brooklyn,False,1.7646040715572393,14615.539606238106
serhant,townhouse,2999999,4,3,"465 St Johns Pl, Brooklyn, NY 11238, USA",40.6736636,-73.9623858,260.1284,Brooklyn,False,2.415187769689029,11532.7622820115
property professional,multi family home,1149999,6,3,"86-58 261st St, Queens, NY 11001, USA",40.7320002,-73.7055812,202.91946300338603,Queens,False,2.307323704350202,5667.268102226401
daniel gale of brooklyn,townhouse,2025000,2,2,"204 Richards St, Brooklyn, NY 11231, USA",40.6756128,-74.0124872,139.3545,Brooklyn,False,2.144120997402491,14531.285319096261
compass,townhouse,2695000,3,2,"338 Humboldt St, Brooklyn, NY 11211, USA",40.7135237,-73.942354,181.16085,Brooklyn,False,2.258064349709328,14876.282596377749
brown harris stevens,co op,192500,1,1,"555 Kappock St #12f, Bronx, NY 10463, USA",40.878087,-73.9170513,202.91946300338603,Bronx,False,2.307323704350202,948.6522246354842
gerard r desgranges,co op,395000,1,1,"170 W 85th St #4n, New York, NY 10024, USA",40.7867652,-73.9753353,51.09665,Manhattan,False,1.7083924278410534,7730.448082212826
1 oak real estate hub inc,multi family home,1200000,7,2,"1278 E 70th St, Brooklyn, NY 11234, USA",40.6243164,-73.9136042,202.91946300338603,Brooklyn,False,2.307323704350202,5913.6762055199015
bond new york columbus circle,co op,699000,2,1,"7 W 92nd St #5g, New York, NY 10025, USA",40.7896573,-73.9673229,74.3224,Manhattan,False,1.8711197253387533,9404.970775970636
l i homes of distinction,multi family home,649000,4,2,"616 Beach 69th St, Arverne, NY 11692, USA",40.5974508,-73.7983993,202.91946300338603,Queens,False,2.307323704350202,3198.313214485347
coldwell banker,house,689000,3,2,"414 Heberton Ave, Staten Island, NY 10302, USA",40.6313071,-74.1356833,137.868052,Staten Island,False,2.139463639289818,4997.531988048979
compass,co op,1895000,3,2,"378 4th St #4, Brooklyn, NY 11215, USA",40.6708384,-73.9812037,202.91946300338603,Brooklyn,False,2.307323704350202,9338.680341216845
realty by the park inc santana real estate,condo,668000,2,2,"83-75 117th St #7a, Richmond Hill, NY 11418, USA",40.7046248,-73.8349003,202.91946300338603,Queens,False,2.307323704350202,3291.9464210727456
nest seekers  tribeca,condo,2550000,3,2,"422 W 49th St #4a, New York, NY 10019, USA",40.7631417,-73.9906014,141.677075,Manhattan,False,2.151299582029614,17998.677626567318
compass,townhouse,5500000,8,6,"34 Mt Morris Park W, New York, NY 10027, USA",40.806166,-73.9448308,550.450275,Manhattan,True,2.740718093028951,9991.819878734732
grandeur inc,house,1680000,1,1,"314 W 138th St, New York, NY 10030, USA",40.8186279,-73.9460737,328.505008,Manhattan,False,2.516541994687845,5114.077286760877
elegran real estate and development,condo,799000,1,1,"155 E 34th St #20a, New York, NY 10016, USA",40.746232,-73.978689,63.545652,Manhattan,False,1.8030858400669258,12573.637610957237
jason mitchell real estate new york,house,680000,3,2,"54 E Augusta Ave, Staten Island, NY 10308, USA",40.5529274,-74.159159,204.3866,Staten Island,False,2.3104524191690157,3327.0282885472925
compass,co op,1650000,1,2,"92 Horatio St #1b, New York, NY 10014, USA",40.7385868,-74.0078404,92.903,Manhattan,False,1.9680297383468097,17760.459834450987
douglas elliman,condo,6750000,3,3,"525 W 22nd St #2f, New York, NY 10011, USA",40.7476234,-74.0057263,278.709,Manhattan,True,2.445150993066472,24218.808865160438
sowae corp,house,580000,6,3,"801 Thomas S Boyland St, Brooklyn, NY 11212, USA",40.6609696,-73.9111929,273.13482,Brooklyn,False,2.4363770687589668,2123.493445471361
daniel gale of brooklyn,townhouse,700000,4,2,"5473 Kings Hwy, Brooklyn, NY 11203, USA",40.6430292,-73.9248566,210.518198,Brooklyn,False,2.323289643874188,3325.128215281417
eva real estate,house,550000,3,2,"690 N Railroad Ave, Staten Island, NY 10304, USA",40.5882303,-74.0975793,130.99323,Staten Island,False,2.1172488510021896,4198.690268191722
robert defalco inc,townhouse,315000,3,2,"2806 Richmond Terrace, Staten Island, NY 10303, USA",40.6364,-74.154146,124.861632,Staten Island,False,2.096429007064616,2522.7925901208787
compass,condo,1695000,2,2,"175 Jackson St #4d, Brooklyn, NY 11211, USA",40.7169665,-73.94377,103.772651,Brooklyn,False,2.016082911462419,16333.783358777257
jonarbri,co op,385000,2,1,"420 44th St #3, Brooklyn, NY 11220, USA",40.649346,-74.0086998,202.91946300338603,Brooklyn,False,2.307323704350202,1897.3044492709685
brown harris stevens,townhouse,2000000,5,3,"246 W 123rd St, New York, NY 10027, USA",40.808174,-73.951091,280.938672,Manhattan,False,2.4486115251759784,7118.991435967207
exp,co op,249999,2,1,"2018 E 59th St # 159f, Brooklyn, NY 11234, USA",40.6152328,-73.9176941,69.67725,Brooklyn,False,1.8430910017385096,3587.957331840737
cruz network the bronx,house,749000,3,2,"2225 Seward Ave, Bronx, NY 10473, USA",40.821432,-73.8474428,202.91946300338603,Bronx,False,2.307323704350202,3691.119564945339
sowae corp,house,220000,3,2,"1800 Troy Ave, Brooklyn, NY 11234, USA",40.628358,-73.9339729,129.692588,Brooklyn,False,2.1129151566339517,1696.3189908740196
howard hanna coach realtors floral park,co op,270000,1,1,"18-75 Corporal Kennedy St #5j, Bayside, NY 11360, USA",40.779366,-73.7827644,202.91946300338603,Queens,False,2.307323704350202,1330.577146241978
winzone inc,house,998000,4,2,"214-39 45th Dr, Flushing, NY 11361, USA",40.7593442,-73.7673557,202.91946300338603,Queens,False,2.307323704350202,4918.207377590718
b square,multi family home,1150000,12,6,"254 Jefferson St, Brooklyn, NY 11237, USA",40.702987,-73.9273005,383.224875,Brooklyn,False,2.5834536912327537,3000.8490445720677
re/max,house,799999,5,4,"57 Middle Loop Rd, Staten Island, NY 10308, USA",40.5546818,-74.1625533,212.562064,Staten Island,False,2.3274857584677964,3763.6019567442668
douglas elliman,co op,395000,3,1,"69 W 9th St #4c, New York, NY 10011, USA",40.734266,-73.9987024,202.91946300338603,Manhattan,False,2.307323704350202,1946.5850843169676
the agency,condo,2800000,2,2,"15 W 96th St #14b, New York, NY 10025, USA",40.792204,-73.9655642,110.368764,Manhattan,False,2.0428461789919843,25369.49675362859
keller williams,co op,329888,3,1,"21015 23rd Ave Apt 1b, Bayside, NY 11360, USA",40.7790999,-73.78125,202.91946300338603,Queens,False,2.307323704350202,1625.7090134054579
piastro,co op,311000,1,1,"40 Brighton 1st Rd #6b, Brooklyn, NY 11235, USA",40.5756277,-73.9667833,72.46433999999999,Brooklyn,False,1.86012434103729,4291.766129381707
corcoran,condo,649000,3,2,"326 Melrose St #1a, Brooklyn, NY 11237, USA",40.7031635,-73.9282437,74.694012,Brooklyn,False,1.8732857870952608,8688.782174399736
re/max,co op,159000,1,1,"2630 Kingsbridge Terrace #7b, Bronx, NY 10463, USA",40.8697508,-73.905391,74.3224,Bronx,False,1.8711197253387533,2139.328116422505
re/max,house,1148000,3,2,"334 100th St, Brooklyn, NY 11209, USA",40.6130693,-74.0344829,175.58667,Brooklyn,False,2.244491542520054,6538.081734792282
desimone real estate,co op,669000,3,2,"3901 Nostrand Ave., Brooklyn, NY 11235, USA",40.5894827,-73.9395372,137.49644,Brooklyn,False,2.138291453741767,4865.580519757456
hometown,co op,305000,1,1,"7259 Shore Rd #3g, Brooklyn, NY 11209, USA",40.6347271,-74.036817,69.67725,Brooklyn,False,1.8430910017385096,4377.325454147516
compass,co op,599000,3,2,"1815 215th St Apt 2m, Bayside, NY 11360, USA",40.7839299,-73.77643,202.91946300338603,Queens,False,2.307323704350202,2951.910039255351
compass,house,1375000,3,2,"417 17th St, Brooklyn, NY 11215, USA",40.6600309,-73.9848315,182.08988,Brooklyn,False,2.260285809703286,7551.215916008073
berkshire hathaway homeservices new york  eastchester,co op,339000,2,2,"86 Edgewater Park, Bronx, NY 10465, USA",40.8224723,-73.81106,84.170118,Bronx,False,1.9251579360236226,4027.5576184887846
brown harris stevens,condo,849500,2,2,"161-169 E 110th St # 7e, New York, NY 10029, USA",40.7946402,-73.9434163,90.580425,Manhattan,False,1.9570343540453465,9378.40598561996
chase global corp,condo,699000,2,2,"31-38 137th St #8c, Flushing, NY 11354, USA",40.7684458,-73.8313888,89.837201,Queens,False,1.9534562124298112,7780.741076294219
brown harris stevens,co op,565000,1,1,"107 W 70th St #4f, New York, NY 10023, USA",40.776443,-73.979985,202.91946300338603,Manhattan,False,2.307323704350202,2784.355880098954
keller williams,multi family home,1250000,9,3,"1847 Barnes Ave, Bronx, NY 10462, USA",40.8473243,-73.8633392,300.448302,Bronx,False,2.477769753917192,4160.449540500315
serhant,condo,999000,2,2,"775 Riverside Dr #5h, New York, NY 10032, USA",40.834716,-73.9481517,117.243586,Manhattan,False,2.069089093254925,8520.721977916985
pin it,house,1350000,6,4,"380 Beach 13th St, Far Rockaway, NY 11691, USA",40.5997298,-73.7467974,202.91946300338603,Queens,False,2.307323704350202,6652.88573120989
island advantage,house,669900,3,2,"181-10 93rd Ave, Jamaica, NY 11423, USA",40.7077562,-73.7787888,127.834528,Queens,False,2.106648172246302,5240.368236037137
oxford property,co op,399000,3,1,"36 W 35th St #5d, New York, NY 10001, USA",40.7497074,-73.9859244,202.91946300338603,Manhattan,False,2.307323704350202,1966.2973383353674
winzone inc,multi family home,1200000,5,2,"2546 E 29th St, Brooklyn, NY 11235, USA",40.590395,-73.9412863,202.91946300338603,Brooklyn,False,2.307323704350202,5913.6762055199015
compass,co op,895000,2,1,"55 E 65th St #4a, New York, NY 10065, USA",40.7669715,-73.9674377,202.91946300338603,Manhattan,False,2.307323704350202,4410.616836616927
sowae corp,condo,369000,3,1,"720 57th St #4c, Brooklyn, NY 11220, USA",40.637981,-74.009565,202.91946300338603,Brooklyn,False,2.307323704350202,1818.4554331973698
re/max,co op,299000,1,1,"7119 Shore Rd #2c, Brooklyn, NY 11209, USA",40.636031,-74.0365302,69.67725,Brooklyn,False,1.8430910017385096,4291.214133738056
mitra hakimi,house,988000,5,2,"211 E 53rd St, Brooklyn, NY 11203, USA",40.6548876,-73.9275423,301.377332,Brooklyn,False,2.479110583885928,3278.282389201056
exp,co op,279000,2,1,"196-44 69th Ave #1, Fresh Meadows, NY 11365, USA",40.7365683,-73.7763893,75.25143,Queens,False,1.8765147572254595,3707.570739851721
sotheby's,co op,285000,3,1,"417 E 87th St #3b, New York, NY 10128, USA",40.7772709,-73.9477614,202.91946300338603,Manhattan,False,2.307323704350202,1404.4980988109767
redfin real estate,house,988000,3,3,"31-20 Buell St, Flushing, NY 11369, USA",40.7615431,-73.8621447,121.795833,Queens,False,2.085632430036894,8111.935980601241
compass,co op,735000,1,1,"205 W 95th St #3b, New York, NY 10025, USA",40.7938201,-73.9713411,74.3224,Manhattan,False,1.8711197253387533,9889.346953273845
sotheby's,co op,2950000,2,2,"20 Bond St Apt 2, New York, NY 10012, USA",40.7267495,-73.9938034,202.91946300338603,Manhattan,False,2.307323704350202,14537.787338569759
compass,co op,899000,2,1,"345 W 55th St #6b, New York, NY 10019, USA",40.7661581,-73.985324,202.91946300338603,Manhattan,False,2.307323704350202,4430.329090635327
home sweet homes real prop inc,house,850000,4,2,"49-12 167th St, Flushing, NY 11365, USA",40.7485831,-73.8010787,202.91946300338603,Queens,False,2.307323704350202,4188.85397890993
coldwell banker,multi family home,670000,3,2,"5514 Tilden Ave, Brooklyn, NY 11203, USA",40.6482878,-73.9246615,202.91946300338603,Brooklyn,False,2.307323704350202,3301.802548081945
douglas elliman,house,968000,4,2,"1705 Hone Ave, Bronx, NY 10461, USA",40.8475868,-73.853875,236.90265,Bronx,False,2.374569918780765,4086.0665762919916
signature premier,co op,320000,2,2,"3121 Middletown Rd #2k, Bronx, NY 10461, USA",40.8455961,-73.8264218,111.4836,Bronx,False,2.0472109843944346,2870.3773469819776
exp,co op,228888,1,1,"85-15 Main St #7a, Jamaica, NY 11435, USA",40.7097347,-73.8188287,83.6127,Queens,False,1.9222722477861345,2737.478875816712
keller williams,co op,199888,2,1,"151-25 88th St #4e, Howard Beach, NY 11414, USA",40.667401,-73.8470063,202.91946300338603,Queens,False,2.307323704350202,985.0607578074685
serhant,co op,5995000,4,4,"110 Franklin St #1, New York, NY 10013, USA",40.7187102,-74.005987,202.91946300338603,Manhattan,True,2.307323704350202,29543.74071007651
century 21 kafcos,multi family home,1430000,6,4,"242 Balcom Ave, Bronx, NY 10465, USA",40.8152387,-73.8219875,263.84452,Bronx,False,2.4213480783938475,5419.858634926358
united,multi family home,1350888,4,3,"61-26 69th Ln, Flushing, NY 11379, USA",40.7197495,-73.888525,202.91946300338603,Queens,False,2.307323704350202,6657.261851601975
